tag,root,record_count
GYN::Ovary::Neoplastic::Epithelial::Borderline::Clear_Cell_Borderline_Tumor,GYN::Ovary,1
GYN::Ovary::Neoplastic::Epithelial::Malignant::Carcinosarcoma,GYN::Ovary,1
GYN::Ovary::Neoplastic::Epithelial::Malignant::Hepatoid_Carcinoma,GYN::Ovary,1
GYN::Ovary::Neoplastic::Epithelial::Malignant::Mesonephric_Like_Carcinoma,GYN::Ovary,1
GYN::Ovary::Neoplastic::Epithelial::Malignant::Small_Cell_Carcinoma_Pulmonary_Type,GYN::Ovary,1
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Polyembryoma,GYN::Ovary,1
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Primitive_Neuroectodermal_Tumor,GYN::Ovary,1
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Secondary_Tumors_In_Teratomas,GYN::Ovary,1
GYN::Ovary::Neoplastic::Metastatic::Metastatic_Gastrointestinal_Stromal_Tumor,GYN::Ovary,1
GYN::Peritoneum::Neoplastic::Epithelial::Borderline::Serous_Borderline_Tumor,GYN::Peritoneum,1
GYN::Peritoneum::Neoplastic::Mesenchymal::Malignant::Extragastrointestinal_Stromal_Tumor_GIST,GYN::Peritoneum,1
GYN::Peritoneum::Neoplastic::Mesothelial::Benign::Florid_Mesothelial_Hyperplasia,GYN::Peritoneum,1
GYN::Uterus::Neoplastic::Epithelial::Malignant::Squamous_Cell_Carcinoma,GYN::Uterus,1
GYN::Uterus::Neoplastic::Hematolymphoid::Malignant::Lymphoma_Leukemia,GYN::Uterus,1
GYN::Uterus::Neoplastic::Miscellaneous::Malignant::Central_Primitive_Neuroectodermal_Tumor,GYN::Uterus,1
GYN::Vagina::Congenital_Structural::Polyp::Vaginal_Polyp,GYN::Vagina,1
GYN::Vagina::Inflammatory::Chronic::Desquamative_Inflammatory_Vaginitis,GYN::Vagina,1
GYN::Vagina::Neoplastic::Epithelial::Malignant::Adenocarcinoma_Non_Clear_Cell,GYN::Vagina,1
GYN::Vagina::Neoplastic::Epithelial::Metastatic::Secondary_Neoplasms,GYN::Vagina,1
GYN::Vulva::Infectious::Fungal::Dermatophytosis,GYN::Vulva,1
GYN::Vulva::Infectious::Viral::Molluscum_Contagiosum,GYN::Vulva,1
GYN::Vulva::Inflammatory::Bullous::Linear_IgA_Disease,GYN::Vulva,1
GYN::Vulva::Inflammatory::Bullous::Mucous_Membrane_Pemphigoid,GYN::Vulva,1
GYN::Vulva::Inflammatory::Bullous::Pemphigoid_Gestationis,GYN::Vulva,1
GYN::Vulva::Inflammatory::Bullous::Pemphigus,GYN::Vulva,1
GYN::Vulva::Inflammatory::Dermatosis::Epidermolytic_Acanthoma,GYN::Vulva,1
GYN::Vulva::Inflammatory::Dermatosis::Fixed_Drug_Eruption,GYN::Vulva,1
GYN::Vulva::Inflammatory::Dermatosis::Papular_Acantholytic_Dermatosis,GYN::Vulva,1
GYN::Vulva::Inflammatory::Granulomatous::Foreign_Body_Granulomas,GYN::Vulva,1
GYN::Vulva::Inflammatory::Miscellaneous::Verruciform_Xanthoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Eccrine_Spiradenoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Fibroadenoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Hidradenoma_Papilliferum,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Mixed_Tumor,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Syringoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Trichoepithelioma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Benign::Trichofolliculoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Malignant::Microcystic_Adnexal_Carcinoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Malignant::Phyllodes_Tumor,GYN::Vulva,1
GYN::Vulva::Neoplastic::Epithelial::Malignant::Sebaceous_Carcinoma,GYN::Vulva,1
GYN::Vulva::Neoplastic::Melanocytic::Dysplastic::Atypical_Nevus_of_Genital_Tract,GYN::Vulva,1
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Lipoblastoma_Like_Tumor,GYN::Vulva,1
HN::Genetics::Von_Hippel_Lindau_Syndrome,HN,1
HN::Heme::Histiocytic_Dendritic::Erdheim_Chester_Disease,HN,1
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Papillary_Squamous_Cell_Carcinoma,HN,1
HN::Neck_Lymph_Node::Cyst::Teratoid_Cyst,HN,1
HN::Neck_Lymph_Node::Tumor::Heterotopia_Associated_Carcinoma,HN,1
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Peripheral,HN,1
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Metastasizing_Ameloblastoma,HN,1
HN::Odontogenic_Maxillofacial::Malignant::Odontogenic_Carcinosarcoma,HN,1
HN::Salivary_Gland::Malignant_Tumor::Lymphoepithelioma_Like_Undifferentiated_Carcinoma,HN,1
HN::Salivary_Gland::Malignant_Tumor::Sebaceous_Adenocarcinoma,HN,1
HN::Sinonasal::Neuroendocrine::Small_Cell_Undifferentiated_Carcinoma,HN,1
HN::Soft_Tissue::Undifferentiated::Undifferentiated_Small_Round_Cell_Sarcoma,HN,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::ALAL_NOS,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::ALAL_With_Other_Defined_Genetic_Alterations,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::Acute_Undifferentiated_Leukemia,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::MPAL_B_Myeloid,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::MPAL_Rare_Types,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::MPAL_T_Myeloid,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::MPAL_With_BCR_ABL1_Fusion,Heme,1
Heme::Acute_Leukemia_Of_Ambiguous_Lineage::MPAL_With_KMT2A_Rearrangement,Heme,1
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::AML_With_Minimal_Differentiation,Heme,1
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::AML_Without_Maturation,Heme,1
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::Acute_Basophilic_Leukemia,Heme,1
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::Acute_Erythroid_Leukemia,Heme,1
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::Acute_Megakaryoblastic_Leukemia,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_Myelodysplasia_Related,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_BCR_ABL1,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_CBFB_MYH11,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_CEBPA_Mutation,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_DEK_NUP214,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_MECOM_Rearrangement,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_NPM1_Mutation,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_NUP98_Rearrangement,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_Other_Defined_Genetic_Alterations,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_RBM15_MRTFA,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_RUNX1_RUNX1T1,Heme,1
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::Acute_Promyelocytic_Leukemia_PML_RARA,Heme,1
Heme::Clonal_Hematopoiesis::Clonal_Cytopenia_Of_Undetermined_Significance,Heme,1
Heme::Histiocytic_Dendritic_Cell::Macrophage::Histiocytic_Sarcoma,Heme,1
Heme::Histiocytic_Dendritic_Cell::Macrophage::Juvenile_Xanthogranuloma,Heme,1
Heme::Histiocytic_Dendritic_Cell::Macrophage::Prosthetic_Associated_Histiocyte_Proliferation,Heme,1
Heme::Histiocytic_Dendritic_Cell::Plasmacytoid::Mature_Plasmacytoid_Dendritic_Cell_Proliferation,Heme,1
Heme::Immune_Deficiency_Associated::HIV_Associated_Lymphoproliferative_Disorder,Heme,1
Heme::Immune_Deficiency_Associated::Hyperplasia_Arising_In_Immune_Deficiency,Heme,1
Heme::Immune_Deficiency_Associated::Iatrogenic_Lymphoproliferative_Disorder,Heme,1
Heme::Infection::Anaplasma,Heme,1
Heme::Infection::Babesia,Heme,1
Heme::Infection::Ehrlichia,Heme,1
Heme::Infection::Malaria,Heme,1
Heme::Infection::Pertussis,Heme,1
Heme::Mastocytosis::Cutaneous_Mastocytosis,Heme,1
Heme::Mastocytosis::Mast_Cell_Sarcoma,Heme,1
Heme::Mastocytosis::Systemic_Mastocytosis,Heme,1
Heme::Mature_B_Cell::Large_B_Cell::ALK_Positive_Large_B_Cell_Lymphoma,Heme,1
Heme::Mature_B_Cell::Large_B_Cell::DLBCL_Associated_With_Chronic_Inflammation,Heme,1
Heme::Mature_B_Cell::Large_B_Cell::Primary_Large_B_Cell_Lymphoma_Of_Immune_Privileged_Sites,Heme,1
Heme::Mature_B_Cell::Mantle_Cell::Leukemic_Non_Nodal_Mantle_Cell_Lymphoma,Heme,1
Heme::Mature_B_Cell::Transformation::Transformation_Of_Indolent_B_Cell_Lymphoma,Heme,1
Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma,Heme,1
Heme::Mature_T_NK_Cell::Cutaneous::Primary_Cutaneous_Acral_CD8_Positive_T_Cell_LPD,Heme,1
Heme::Mature_T_NK_Cell::Leukemia::Sezary_Syndrome,Heme,1
Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_Follicular_Type,Heme,1
Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_NOS,Heme,1
Heme::Metastasis::Metastatic_Tumor_To_Spleen,Heme,1
Heme::Myelodysplastic_Myeloproliferative_Neoplasm::Atypical_Chronic_Myeloid_Leukemia,Heme,1
Heme::Myelodysplastic_Myeloproliferative_Neoplasm::Chronic_Myelomonocytic_Leukemia,Heme,1
Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_NOS,Heme,1
Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_With_Neutrophilia,Heme,1
Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_With_SF3B1_Mutation_And_Thrombocytosis,Heme,1
Heme::Myelodysplastic_Neoplasm::Childhood::Childhood_MDS_With_Increased_Blasts,Heme,1
Heme::Myelodysplastic_Neoplasm::Childhood::Childhood_MDS_With_Low_Blasts,Heme,1
Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Biallelic_TP53_Inactivation,Heme,1
Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_5q_Deletion,Heme,1
Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_SF3B1_Mutation,Heme,1
Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_Hypoplastic,Heme,1
Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_With_Increased_Blasts,Heme,1
Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_With_Low_Blasts,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_ETV6_ABL1_Fusion,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_FGFR1_Rearrangement,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_FLT3_Rearrangement,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_JAK2_Rearrangement,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_Other_Tyrosine_Kinase_Gene_Fusions,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PCM1_JAK2_Rearrangement,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PDGFRA_Rearrangement,Heme,1
Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PDGFRB_Rearrangement,Heme,1
Heme::Myeloproliferative_Neoplasm::Chronic_Neutrophilic_Leukemia,Heme,1
Heme::Myeloproliferative_Neoplasm::Essential_Thrombocythemia,Heme,1
Heme::Myeloproliferative_Neoplasm::Juvenile_Myelomonocytic_Leukemia,Heme,1
Heme::Myeloproliferative_Neoplasm::Myeloproliferative_Neoplasm_NOS,Heme,1
Heme::Myeloproliferative_Neoplasm::Polycythemia_Vera,Heme,1
Heme::Myeloproliferative_Neoplasm::Primary_Myelofibrosis,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Anemia_Of_Chronic_Disease,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Congenital_Dyserythropoietic_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Erythrocytosis,Heme,1
Heme::Non_Neoplastic::Erythrocyte::G6PD_Deficiency,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_C_Disease,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_E_Disease,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_S_Disease,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Hereditary_Elliptocytosis,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Immune_Hemolytic_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Iron_Deficiency_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Lead_Poisoning,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Megaloblastic_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Microangiopathic_Hemolytic_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Pyruvate_Kinase_Deficiency,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Spur_Cell_Anemia,Heme,1
Heme::Non_Neoplastic::Erythrocyte::Thermal_Injury_Hemolytic_Anemia,Heme,1
Heme::Non_Neoplastic::Leukocyte::Alder_Reilly_Anomaly,Heme,1
Heme::Non_Neoplastic::Leukocyte::Chediak_Higashi_Syndrome,Heme,1
Heme::Non_Neoplastic::Leukocyte::May_Hegglin_Anomaly,Heme,1
Heme::Non_Neoplastic::Leukocyte::Pelger_Huet_Anomaly,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Antiphospholipid_Antibody_Syndrome,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Factor_Inhibitor,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Fibrinolysis,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Fibrinolytic_Thrombotic_Disorder,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Inherited_Thrombocytopenia,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Qualitative_Platelet_Disorder,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Thrombocytosis,Heme,1
Heme::Non_Neoplastic::Platelet_Coagulation::Thrombotic_Thrombocytopenic_Purpura_Hemolytic_Uremic_Syndrome,Heme,1
Heme::Non_Neoplastic::Spleen::Splenic_Cyst,Heme,1
Heme::Non_Neoplastic::Thymus::Thymic_Hyperplasia,Heme,1
Heme::Non_Neoplastic::Thymus::Thymoma,Heme,1
Heme::Plasma_Cell_Neoplasm::Deposition_Disease::Monoclonal_Immunoglobulin_Deposition_Disease,Heme,1
Heme::Plasma_Cell_Neoplasm::Heavy_Chain_Disease::Gamma_Heavy_Chain_Disease,Heme,1
Heme::Plasma_Cell_Neoplasm::Heavy_Chain_Disease::Mu_Heavy_Chain_Disease,Heme,1
Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::Cold_Agglutinin_Disease,Heme,1
Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::Monoclonal_Gammopathy_Of_Renal_Significance,Heme,1
Heme::Plasma_Cell_Neoplasm::Plasma_Cell_Neoplasm_With_Paraneoplastic_Syndrome,Heme,1
Heme::Precursor_B_Cell::B_ALL_NOS,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_BCR_ABL1_Fusion,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_BCR_ABL1_Like_Features,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_ETV6_RUNX1_Fusion,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_ETV6_RUNX1_Like_Features,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_High_Hyperdiploidy,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_Hypodiploidy,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_IGH_IL3_Fusion,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_KMT2A_Rearrangement,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_Other_Defined_Genetic_Alterations,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_TCF3_HLF_Fusion,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_TCF3_PBX1_Fusion,Heme,1
Heme::Precursor_B_Cell::B_ALL_With_iAMP21,Heme,1
Heme::Precursor_T_Cell::T_ALL_NOS,Heme,1
Heme::Secondary_Myeloid_Neoplasm::Myeloid_Neoplasm_Associated_With_Germline_Predisposition,Heme,1
Heme::Secondary_Myeloid_Neoplasm::Myeloid_Neoplasm_Post_Cytotoxic_Therapy,Heme,1
Heme::Secondary_Myeloid_Neoplasm::Myeloid_Proliferation_Associated_With_Down_Syndrome,Heme,1
Heme::Stroma_Derived::EBV_Positive_Inflammatory_Follicular_Dendritic_Cell_Sarcoma,Heme,1
Heme::Stroma_Derived::Follicular_Dendritic_Cell_Sarcoma,Heme,1
Heme::Stroma_Derived::Intranodal_Palisaded_Myofibroblastoma,Heme,1
Heme::Stroma_Derived::Littoral_Cell_Angioma,Heme,1
Heme::Stroma_Derived::Splenic_Hamartoma,Heme,1
Heme::Tumor_Like_B_Cell::Idiopathic_Multicentric_Castleman_Disease,Heme,1
Heme::Tumor_Like_B_Cell::KSHV_HHV8_Associated_Multicentric_Castleman_Disease,Heme,1
Heme::Tumor_Like_B_Cell::Unicentric_Castleman_Disease,Heme,1
Molecular::Concept::Assay::Performance::Assay_Optimization,Molecular,1
Molecular::Concept::Assay::Performance::LOD_LOQ_VAF,Molecular,1
Molecular::Concept::Basic_Science::Splicing_Isoforms,Molecular,1
Molecular::Concept::Billing::CPT_Coding,Molecular,1
Molecular::Concept::Billing::ICD_Coding,Molecular,1
Molecular::Concept::Ethics::IRB,Molecular,1
Molecular::Concept::Indications::Cancer_Monitoring_MRD,Molecular,1
Molecular::Concept::Indications::Carrier_Screening_Newborn_Screening,Molecular,1
Molecular::Concept::Indications::Prenatal_PGT_PGD,Molecular,1
Molecular::Concept::Interpretation::Variant_Classification_ACMG_AMP,Molecular,1
Molecular::Concept::Interpretation::Variant_Reevaluation_Reclassification_VUS,Molecular,1
Molecular::Concept::Preanalytic::Collection_Anticoagulants,Molecular,1
Molecular::Concept::Quality::Contamination_Prevention,Molecular,1
Molecular::Concept::Utilization::Test_Utilization_Management,Molecular,1
Molecular::Concept::Variants::Chromothripsis_Genomic_Instability,Molecular,1
Molecular::Heme::Myeloid::Myeloproliferative_Neoplasms,Molecular,1
Molecular::Hereditary::Cardiovascular::Arrhythmias_Long_QT,Molecular,1
Molecular::Hereditary::Cardiovascular::Hereditary_Aortic_Disease,Molecular,1
Molecular::Hereditary::Cell_cycle::RB_Pathway::CDK4_Related_Melanoma_Predisposition_Syndrome_CDK4,Molecular,1
Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Down_Syndrome,Molecular,1
Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Klinefelter_Syndrome,Molecular,1
Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Mosaic_Variegated_Aneuploidy_BUB1B_CEP57_TRIP13_BUB1_BUB3,Molecular,1
Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Turner_Syndrome,Molecular,1
Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::MUTYH_Associated_Polyposis_MUTYH,Molecular,1
Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::NTHL1_Related_Tumor_Syndrome_NTHL1,Molecular,1
Molecular::Hereditary::DNA_Repair::Helicases::Bloom_Syndrome_BLM,Molecular,1
Molecular::Hereditary::DNA_Repair::Helicases::DDX41_Related_Hematologic_Tumor_Predisposition_Syndrome_DDX41,Molecular,1
Molecular::Hereditary::DNA_Repair::Helicases::Rothmund_Thomson_Syndrome_ANAPC1_RECQL4,Molecular,1
Molecular::Hereditary::DNA_Repair::Helicases::Werner_Syndrome_WRN,Molecular,1
Molecular::Hereditary::DNA_Repair::Homologous_Recombination::Fanconi_Anemia_FANC_Genes,Molecular,1
Molecular::Hereditary::DNA_Repair::Homologous_Recombination::PALB2_Related_Cancer_Predisposition_PALB2,Molecular,1
Molecular::Hereditary::DNA_Repair::Homologous_Recombination::RAD51_Related_Cancer_Predisposition_RAD51C_RAD51D,Molecular,1
Molecular::Hereditary::DNA_Repair::Mismatch_Repair::Muir_Torre_Syndrome_MLH1_PMS2_MSH2_MSH6,Molecular,1
Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::Nijmegen_Breakage_Syndrome_NBN,Molecular,1
Molecular::Hereditary::DNA_Repair::Nucleotide_Excision_Repair::Xeroderma_Pigmentosum,Molecular,1
Molecular::Hereditary::Developmental::Imprinting_Disorders,Molecular,1
Molecular::Hereditary::Developmental::Overgrowth_Syndromes,Molecular,1
Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Schwannomatosis_SMARCB1_LZTR1,Molecular,1
Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Weaver_Syndrome_EZH2,Molecular,1
Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Imprinting_Disorders::Beckwith_Wiedemann_Spectrum_IGF2_CDKN1C,Molecular,1
Molecular::Hereditary::Growth_Factor::G_Protein_Coupled_Receptor_Pathway::Sturge_Weber_Syndrome_GNAQ,Molecular,1
Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Encephalocraniocutaneous_Lipomatosis_FGFR1,Molecular,1
Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Juvenile_Polyposis_Syndrome_BMPR1A_SMAD4,Molecular,1
Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Curry_Jones_Syndrome_SMO,Molecular,1
Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::ELP1_Related_Medulloblastoma_Predisposition_Syndrome_ELP1,Molecular,1
Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Gorlin_Syndrome_PTCH1_SUFU_GPR161,Molecular,1
Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Osteochondromatosis_EXT1_EXT2,Molecular,1
Molecular::Hereditary::Growth_Factor::NFkB_Signaling_Pathway::Brooke_Spiegler_Syndrome_CYLD,Molecular,1
Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Schimmelpenning_Feuerstein_Mims_Syndrome_HRAS_KRAS,Molecular,1
Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Birt_Hogg_Dube_Syndrome_FLCN,Molecular,1
Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Familial_Chordoma_TBXT,Molecular,1
Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Hyperparathyroidism_Jaw_Tumor_Syndrome_CDC73,Molecular,1
Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::MAFA_Related_Familial_Insulinomatosis_MAFA,Molecular,1
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::GAPPS_APC_Promoter,Molecular,1
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Serrated_Polyposis_Syndrome_RNF43,Molecular,1
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::WAGR_Syndrome_WT1,Molecular,1
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::WT1_Related_Tumor_Predisposition_Syndrome_WT1,Molecular,1
Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::Activated_PI3K_Delta_Syndrome_APDS_PIK3CD,Molecular,1
Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::Tuberous_Sclerosis_Complex_TSC1_TSC2,Molecular,1
Molecular::Hereditary::Hematology::Hemoglobinopathies_Thalassemia,Molecular,1
Molecular::Hereditary::Hematology::Thrombophilia_Coagulation,Molecular,1
Molecular::Hereditary::Neurology::Fragile_X_Syndrome,Molecular,1
Molecular::Hereditary::Neurology::Huntington_Disease,Molecular,1
Molecular::Hereditary::Neurology::Muscular_Dystrophy,Molecular,1
Molecular::Hereditary::Neurology::Spinal_Muscular_Atrophy,Molecular,1
Molecular::Hereditary::Oxidative::Angiogenesis::Von_Hippel_Lindau_Syndrome_VHL,Molecular,1
Molecular::Hereditary::Oxidative::Toxic_Metabolite_Mediated_Disorders::Hereditary_Tyrosinemia_Type_1_FAH,Molecular,1
Molecular::Hereditary::RNA_Regulation::MicroRNA::DICER1_Related_Tumor_Predisposition_Syndrome_DICER1,Molecular,1
Molecular::Hereditary::RNA_Regulation::MicroRNA::MicroRNA_Processor_Tumor_Predisposition_Syndromes_DROSHA_DGCR8,Molecular,1
Molecular::Hereditary::RNA_Regulation::RNA_Splicing::Goldenhar_Syndrome_MYT1_SF3B2,Molecular,1
Molecular::Hereditary::Renal::Polycystic_Kidney_Disease,Molecular,1
Molecular::Hereditary::Telomere::Telomere_Biology_Disorders::Dyskeratosis_Congenita_DKC1_TERT_TERC_TINF2_Other_IBMFS_Genes,Molecular,1
Molecular::Hereditary::Tissue::Connective_Tissue_Disorders,Molecular,1
Molecular::Histocompatibility::HLA_Typing,Molecular,1
Molecular::Infectious::Bacterial::Clostridioides_difficile,Molecular,1
Molecular::Infectious::Bacterial::Gastrointestinal_Pathogens_E_coli_Campylobacter,Molecular,1
Molecular::Infectious::Bacterial::Methicillin_Resistant_Staph_Aureus,Molecular,1
Molecular::Infectious::Bacterial::Mycobacterium_Tuberculosis,Molecular,1
Molecular::Infectious::Bacterial::Neisseria_Gonorrhoeae_Chlamydia,Molecular,1
Molecular::Infectious::Bacterial::Respiratory_Bacteria,Molecular,1
Molecular::Infectious::Concept::Antimicrobial_Resistance,Molecular,1
Molecular::Infectious::Other::Fungal_Pathogens,Molecular,1
Molecular::Infectious::Other::Microbiome_Metagenomics,Molecular,1
Molecular::Infectious::Other::Parasitic_Pathogens,Molecular,1
Molecular::Infectious::Viral::BK_Virus,Molecular,1
Molecular::Infectious::Viral::Gastrointestinal_Viruses,Molecular,1
Molecular::Infectious::Viral::Hepatitis_C_Virus,Molecular,1
Molecular::Infectious::Viral::Respiratory_Viruses,Molecular,1
Molecular::Pharmacogenetics::Cytochrome_P450,Molecular,1
Molecular::Pharmacogenetics::Dihydropyrimidine_Dehydrogenase,Molecular,1
Molecular::Pharmacogenetics::HLA_Associated_Pharmacogenetics,Molecular,1
