canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
Neuro::Tumor::Metastatic_Tumors::Secondary_Neoplasms_In_The_Meninges,Secondary_Neoplasms_In_The_Meninges,neuro,Neuro,Tumor,abpath,Secondary Neoplasms In The Meninges,neuro::secondary_neoplasms_in_the_meninges,0,
Neuro::Tumor::Nerve::Cauda_Equina_Neuroendocrine_Tumor,Cauda_Equina_Neuroendocrine_Tumor,neuro,Neuro,Tumor,abpath,Cauda Equina Neuroendocrine Tumor,neuro::cauda_equina_neuroendocrine_tumor,0,
Neuro::Tumor::Nerve::Ganglioneuroma,Ganglioneuroma,neuro,Neuro,Tumor,abpath,Ganglioneuroma,neuro::ganglioneuroma,0,
Neuro::Tumor::Nerve::Granular_Cell_Tumor,Granular_Cell_Tumor,neuro,Neuro,Tumor,abpath,Granular Cell Tumor,neuro::granular_cell_tumor,0,
Neuro::Tumor::Nerve::Hybrid_Nerve_Sheath_Tumor,Hybrid_Nerve_Sheath_Tumor,neuro,Neuro,Tumor,abpath,Hybrid Nerve Sheath Tumor,neuro::hybrid_nerve_sheath_tumor,0,
Neuro::Tumor::Nerve::Malignant_Melanotic_Nerve_Sheath_Tumor,Malignant_Melanotic_Nerve_Sheath_Tumor,neuro,Neuro,Tumor,abpath,Malignant Melanotic Nerve Sheath Tumor,neuro::malignant_melanotic_nerve_sheath_tumor,1,Neuro::Nerve_Tumors::Malignant_melanotic_nerve_sheath_tumor
Neuro::Tumor::Nerve::Malignant_Peripheral_Nerve_Sheath_Tumor,Malignant_Peripheral_Nerve_Sheath_Tumor,neuro,Neuro,Tumor,abpath,Malignant Peripheral Nerve Sheath Tumor,neuro::malignant_peripheral_nerve_sheath_tumor,0,
Neuro::Tumor::Nerve::Malignant_Peripheral_Nerve_Sheath_Tumor::Triton_Tumor,Triton_Tumor,neuro,Neuro,Tumor,abpath,Triton Tumor,neuro::triton_tumor,0,
Neuro::Tumor::Nerve::Nerve_Sheath_Myxoma,Nerve_Sheath_Myxoma,neuro,Neuro,Tumor,abpath,Nerve Sheath Myxoma,neuro::nerve_sheath_myxoma,0,
Neuro::Tumor::Nerve::Neurofibroma,Neurofibroma,neuro,Neuro,Tumor,abpath,Neurofibroma,neuro::neurofibroma,0,
Neuro::Tumor::Nerve::Neurothekeoma,Neurothekeoma,neuro,Neuro,Tumor,abpath,Neurothekeoma,neuro::neurothekeoma,0,
Neuro::Tumor::Nerve::Perineurioma,Perineurioma,neuro,Neuro,Tumor,abpath,Perineurioma,neuro::perineurioma,1,Neuro::Nerve_Tumors::Perineurioma
Neuro::Tumor::Nerve::Schwannoma,Schwannoma,neuro,Neuro,Tumor,abpath,Schwannoma,neuro::schwannoma,0,
Neuro::Tumor::Neuroendocrine::Paraganglioma,Paraganglioma,neuro,Neuro,Tumor,abpath,Paraganglioma,neuro::paraganglioma,0,
Neuro::Tumor::Notochordal::Chordoma,Chordoma,neuro,Neuro,Tumor,abpath,Chordoma,neuro::chordoma,1,Neuro::Mesenchymal::Chondro_osseous::Notochordal_Tumors::Chordoma
Neuro::Tumor::Paraneoplastic_Disorders::Paraneoplastic_Opsoclonus_Myoclonus_Ataxia,Paraneoplastic_Opsoclonus_Myoclonus_Ataxia,neuro,Neuro,Tumor,abpath,Paraneoplastic Opsoclonus Myoclonus Ataxia,neuro::paraneoplastic_opsoclonus_myoclonus_ataxia,0,
Neuro::Tumor::Pediatric_Type_Diffuse_High_Grade_Gliomas::Diffuse_Midline_Glioma_H3_K27_Altered,Diffuse_Midline_Glioma_H3_K27_Altered,neuro,Neuro,Tumor,abpath,Diffuse Midline Glioma H3 K27 Altered,neuro::diffuse_midline_glioma_h3_k27_altered,0,
Neuro::Tumor::Pineal::Desmoplastic_Myxoid_Tumor_Of_The_Pineal_Region_SMARCB1_mutant,Desmoplastic_Myxoid_Tumor_Of_The_Pineal_Region_SMARCB1_mutant,neuro,Neuro,Tumor,abpath,Desmoplastic Myxoid Tumor Of The Pineal Region SMARCB1 mutant,neuro::desmoplastic_myxoid_tumor_of_the_pineal_region_smarcb1_mutant,1,Neuro::Pineal_Tumors::Desmoplastic_myxoid_tumor_of_the_pineal_region_SMARCB1_mutant
Neuro::Tumor::Pineal::Papillary_Tumor_Of_The_Pineal_Region,Papillary_Tumor_Of_The_Pineal_Region,neuro,Neuro,Tumor,abpath,Papillary Tumor Of The Pineal Region,neuro::papillary_tumor_of_the_pineal_region,1,Neuro::Pineal_Tumors::Papillary_tumor_of_the_pineal_region
Neuro::Tumor::Pineal::Pineal_Parenchymal_Tumor_Of_Intermediate_Differentiation,Pineal_Parenchymal_Tumor_Of_Intermediate_Differentiation,neuro,Neuro,Tumor,abpath,Pineal Parenchymal Tumor Of Intermediate Differentiation,neuro::pineal_parenchymal_tumor_of_intermediate_differentiation,1,Neuro::Pineal_Tumors::Pineal_parenchymal_tumor_of_intermediate_differentiation
Neuro::Tumor::Pineal::Pineoblastoma,Pineoblastoma,neuro,Neuro,Tumor,abpath,Pineoblastoma,neuro::pineoblastoma,0,
Neuro::Tumor::Pineal::Pineocytoma,Pineocytoma,neuro,Neuro,Tumor,abpath,Pineocytoma,neuro::pineocytoma,1,Neuro::Pineal_Tumors::Pineocytoma
Neuro::Tumor::Pineal::Pineocytoma::Pleomorphic_Pineocytoma,Pleomorphic_Pineocytoma,neuro,Neuro,Tumor,abpath,Pleomorphic Pineocytoma,neuro::pleomorphic_pineocytoma,0,
Neuro::Tumor::Primary_Melanocytic_Tumors::Melanocytosis,Melanocytosis,neuro,Neuro,Tumor,abpath,Melanocytosis,neuro::melanocytosis,0,
Neuro::Tumor::Primary_Melanocytic_Tumors::Melanomatosis,Melanomatosis,neuro,Neuro,Tumor,abpath,Melanomatosis,neuro::melanomatosis,0,
Neuro::Tumor::Sellar::Adamantinomatous_Craniopharyngioma,Adamantinomatous_Craniopharyngioma,neuro,Neuro,Tumor,abpath,Adamantinomatous Craniopharyngioma,neuro::adamantinomatous_craniopharyngioma,0,
Neuro::Tumor::Sellar::Granular_Cell_Tumor_Of_Sellar_Region,Granular_Cell_Tumor_Of_Sellar_Region,neuro,Neuro,Tumor,abpath,Granular Cell Tumor Of Sellar Region,neuro::granular_cell_tumor_of_sellar_region,0,
Neuro::Tumor::Sellar::Metastatic_Pituitary_Neuroendocrine_Tumor_PitNET,Metastatic_Pituitary_Neuroendocrine_Tumor_PitNET,neuro,Neuro,Tumor,abpath,Metastatic Pituitary Neuroendocrine Tumor PitNET,neuro::metastatic_pituitary_neuroendocrine_tumor_pitnet,0,
Neuro::Tumor::Sellar::Papillary_Craniopharyngioma,Papillary_Craniopharyngioma,neuro,Neuro,Tumor,abpath,Papillary Craniopharyngioma,neuro::papillary_craniopharyngioma,0,
Neuro::Tumor::Sellar::Pituicytoma,Pituicytoma,neuro,Neuro,Tumor,abpath,Pituicytoma,neuro::pituicytoma,0,
Neuro::Tumor::Sellar::Pituitary_Blastoma,Pituitary_Blastoma,neuro,Neuro,Tumor,abpath,Pituitary Blastoma,neuro::pituitary_blastoma,1,Neuro::Sellar_Region::Pituitary_blastoma
Neuro::Tumor::Sellar::Pituitary_Neuroendocrine_Tumor_PitNET,Pituitary_Neuroendocrine_Tumor_PitNET,neuro,Neuro,Tumor,abpath,Pituitary Neuroendocrine Tumor PitNET,neuro::pituitary_neuroendocrine_tumor_pitnet,0,
Neuro::Tumor::Sellar::Spindle_Cell_Oncocytoma,Spindle_Cell_Oncocytoma,neuro,Neuro,Tumor,abpath,Spindle Cell Oncocytoma,neuro::spindle_cell_oncocytoma,0,
Neuro::Tumor::Spine::Benign_Tumors_Of_The_Vertebral_Column,Benign_Tumors_Of_The_Vertebral_Column,neuro,Neuro,Tumor,abpath,Benign Tumors Of The Vertebral Column,neuro::benign_tumors_of_the_vertebral_column,0,
Neuro::Tumor::Spine::Malignant_Tumors_Of_The_Vertebral_Column,Malignant_Tumors_Of_The_Vertebral_Column,neuro,Neuro,Tumor,abpath,Malignant Tumors Of The Vertebral Column,neuro::malignant_tumors_of_the_vertebral_column,0,
Neuro::Tumor::Tumors_Of_The_Cranial_And_Paraspinal_Nerves::Atypical_Neurofibromatous_Neoplasm_Of_Uncertain_Biologic_Potential,Atypical_Neurofibromatous_Neoplasm_Of_Uncertain_Biologic_Potential,neuro,Neuro,Tumor,abpath,Atypical Neurofibromatous Neoplasm Of Uncertain Biologic Potential,neuro::atypical_neurofibromatous_neoplasm_of_uncertain_biologic_potential,0,
Neuro::Tumor::Tumors_Of_The_Cranial_And_Paraspinal_Nerves::Hybrid_Nerve_Sheath_Tumors,Hybrid_Nerve_Sheath_Tumors,neuro,Neuro,Tumor,abpath,Hybrid Nerve Sheath Tumors,neuro::hybrid_nerve_sheath_tumors,1,Neuro::Nerve_Tumors::Hybrid_nerve_sheath_tumors
Neuro::Tumor::Tumors_Of_The_Cranial_And_Paraspinal_Nerves::MPNST_With_Divergent_Mesenchymal_And_Or_Epithelial_Differentiation_Or_Perineural_Differentiation,MPNST_With_Divergent_Mesenchymal_And_Or_Epithelial_Differentiation_Or_Perineural_Differentiation,neuro,Neuro,Tumor,abpath,MPNST With Divergent Mesenchymal And Or Epithelial Differentiation Or Perineural Differentiation,neuro::mpnst_with_divergent_mesenchymal_and_or_epithelial_differentiation_or_perineural_differentiation,0,
Neuro::Tumor::Tumors_Of_The_Cranial_And_Paraspinal_Nerves::Plexiform_Neurofibroma,Plexiform_Neurofibroma,neuro,Neuro,Tumor,abpath,Plexiform Neurofibroma,neuro::plexiform_neurofibroma,0,
Neuro::Vascular::Acquired_Vascular_Malformation,Acquired_Vascular_Malformation,neuro,Neuro,Vascular,abpath,Acquired Vascular Malformation,neuro::acquired_vascular_malformation,0,
Neuro::Vascular::Angiitis_And_Vasculitis::Vasculitis_Of_The_Peripheral_Nervous_System,Vasculitis_Of_The_Peripheral_Nervous_System,neuro,Neuro,Vascular,abpath,Vasculitis Of The Peripheral Nervous System,neuro::vasculitis_of_the_peripheral_nervous_system,0,
Neuro::Vascular::Arteriovenous_Fistula,Arteriovenous_Fistula,neuro,Neuro,Vascular,abpath,Arteriovenous Fistula,neuro::arteriovenous_fistula,0,
Neuro::Vascular::Arteriovenous_Malformation,Arteriovenous_Malformation,neuro,Neuro,Vascular,abpath,Arteriovenous Malformation,neuro::arteriovenous_malformation,0,
Neuro::Vascular::CNS_Infarct::Hemorrhagic_Infarcts,Hemorrhagic_Infarcts,neuro,Neuro,Vascular,abpath,Hemorrhagic Infarcts,neuro::hemorrhagic_infarcts,0,
Neuro::Vascular::CNS_Infarct::Iatrogenic_Infarcts,Iatrogenic_Infarcts,neuro,Neuro,Vascular,abpath,Iatrogenic Infarcts,neuro::iatrogenic_infarcts,0,
Neuro::Vascular::CNS_Infarct::Infarcts_Caused_By_Thromboembolic_Occlusion_Of_Large_Arteries,Infarcts_Caused_By_Thromboembolic_Occlusion_Of_Large_Arteries,neuro,Neuro,Vascular,abpath,Infarcts Caused By Thromboembolic Occlusion Of Large Arteries,neuro::infarcts_caused_by_thromboembolic_occlusion_of_large_arteries,0,
Neuro::Vascular::CNS_Infarct::Lacunar_Infarcts,Lacunar_Infarcts,neuro,Neuro,Vascular,abpath,Lacunar Infarcts,neuro::lacunar_infarcts,0,
Neuro::Vascular::CNS_Infarct::Watershed_Or_Borderzone_Infarcts,Watershed_Or_Borderzone_Infarcts,neuro,Neuro,Vascular,abpath,Watershed Or Borderzone Infarcts,neuro::watershed_or_borderzone_infarcts,0,
Neuro::Vascular::Capillary_Telangiectasia,Capillary_Telangiectasia,neuro,Neuro,Vascular,abpath,Capillary Telangiectasia,neuro::capillary_telangiectasia,0,
Neuro::Vascular::Cavernous_Angioma,Cavernous_Angioma,neuro,Neuro,Vascular,abpath,Cavernous Angioma,neuro::cavernous_angioma,0,
Neuro::Vascular::Cerebral_Amyloid_Angiopathy::Brain_Hemorrhage,Brain_Hemorrhage,neuro,Neuro,Vascular,abpath,Brain Hemorrhage,neuro::brain_hemorrhage,0,
Neuro::Vascular::Cerebral_Amyloid_Angiopathy::Inherited_Amyloidoses,Inherited_Amyloidoses,neuro,Neuro,Vascular,abpath,Inherited Amyloidoses,neuro::inherited_amyloidoses,0,
Neuro::Vascular::Cerebral_Amyloid_Angiopathy::Systemic_Amyloidoses,Systemic_Amyloidoses,neuro,Neuro,Vascular,abpath,Systemic Amyloidoses,neuro::systemic_amyloidoses,0,
Neuro::Vascular::Cerebral_Amyloid_Pathology,Cerebral_Amyloid_Pathology,neuro,Neuro,Vascular,abpath,Cerebral Amyloid Pathology,neuro::cerebral_amyloid_pathology,0,
Neuro::Vascular::Cerebral_Cavernous_Malformation,Cerebral_Cavernous_Malformation,neuro,Neuro,Vascular,abpath,Cerebral Cavernous Malformation,neuro::cerebral_cavernous_malformation,0,
Neuro::Vascular::Developmental_Venous_Anomaly,Developmental_Venous_Anomaly,neuro,Neuro,Vascular,abpath,Developmental Venous Anomaly,neuro::developmental_venous_anomaly,0,
Neuro::Vascular::Genetic::CADASIL,CADASIL,neuro,Neuro,Vascular,abpath,CADASIL,neuro::cadasil,0,
Neuro::Vascular::Intracerebral_Hemorrhage,Intracerebral_Hemorrhage,neuro,Neuro,Vascular,abpath,Intracerebral Hemorrhage,neuro::intracerebral_hemorrhage,0,
Neuro::Vascular::Intracranial_Aneurysm,Intracranial_Aneurysm,neuro,Neuro,Vascular,abpath,Intracranial Aneurysm,neuro::intracranial_aneurysm,0,
Neuro::Vascular::Ischemic::Acute_Infarction,Acute_Infarction,neuro,Neuro,Vascular,abpath,Acute Infarction,neuro::acute_infarction,0,
Neuro::Vascular::Ischemic::Cerebral_Infarction,Cerebral_Infarction,neuro,Neuro,Vascular,abpath,Cerebral Infarction,neuro::cerebral_infarction,0,
Neuro::Vascular::Ischemic::Hypoxic_Ischemic_Encephalopathy,Hypoxic_Ischemic_Encephalopathy,neuro,Neuro,Vascular,abpath,Hypoxic Ischemic Encephalopathy,neuro::hypoxic_ischemic_encephalopathy,0,
Neuro::Vascular::Ischemic::Lacunar_Infarction,Lacunar_Infarction,neuro,Neuro,Vascular,abpath,Lacunar Infarction,neuro::lacunar_infarction,0,
Neuro::Vascular::Ischemic::Remote_Infarction,Remote_Infarction,neuro,Neuro,Vascular,abpath,Remote Infarction,neuro::remote_infarction,0,
Neuro::Vascular::Miscellaneous_Vascular_Disorders::Vascular_Dementia,Vascular_Dementia,neuro,Neuro,Vascular,abpath,Vascular Dementia,neuro::vascular_dementia,0,
Neuro::Vascular::Spontaneous_Hemorrhage::Brain_Hemorrhage_Secondary_To_Systemic_Disease_Or_Therapy,Brain_Hemorrhage_Secondary_To_Systemic_Disease_Or_Therapy,neuro,Neuro,Vascular,abpath,Brain Hemorrhage Secondary To Systemic Disease Or Therapy,neuro::brain_hemorrhage_secondary_to_systemic_disease_or_therapy,0,
Neuro::Vascular::Spontaneous_Hemorrhage::Hypertensive_Brain_Hemorrhage,Hypertensive_Brain_Hemorrhage,neuro,Neuro,Vascular,abpath,Hypertensive Brain Hemorrhage,neuro::hypertensive_brain_hemorrhage,0,
Neuro::Vascular::Spontaneous_Hemorrhage::Spontaneous_Subarachnoid_Hemorrhage,Spontaneous_Subarachnoid_Hemorrhage,neuro,Neuro,Vascular,abpath,Spontaneous Subarachnoid Hemorrhage,neuro::spontaneous_subarachnoid_hemorrhage,0,
Neuro::Vascular::Spontaneous_Hemorrhage::Spontaneous_Subdural_Hemorrhage,Spontaneous_Subdural_Hemorrhage,neuro,Neuro,Vascular,abpath,Spontaneous Subdural Hemorrhage,neuro::spontaneous_subdural_hemorrhage,0,
Neuro::Vascular::Syndromic_Association_With_Vascular_Malformation,Syndromic_Association_With_Vascular_Malformation,neuro,Neuro,Vascular,abpath,Syndromic Association With Vascular Malformation,neuro::syndromic_association_with_vascular_malformation,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Arteriolosclerosis,Arteriolosclerosis,neuro,Neuro,Vascular,abpath,Arteriolosclerosis,neuro::arteriolosclerosis,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Atherosclerosis,Atherosclerosis,neuro,Neuro,Vascular,abpath,Atherosclerosis,neuro::atherosclerosis,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Binswanger_Disease,Binswanger_Disease,neuro,Neuro,Vascular,abpath,Binswanger Disease,neuro::binswanger_disease,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Ischemic_Leukoencephalopathy,Ischemic_Leukoencephalopathy,neuro,Neuro,Vascular,abpath,Ischemic Leukoencephalopathy,neuro::ischemic_leukoencephalopathy,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Moyamoya_Disease,Moyamoya_Disease,neuro,Neuro,Vascular,abpath,Moyamoya Disease,neuro::moyamoya_disease,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Retinocochleocerebral_Vasculopathy,Retinocochleocerebral_Vasculopathy,neuro,Neuro,Vascular,abpath,Retinocochleocerebral Vasculopathy,neuro::retinocochleocerebral_vasculopathy,0,
Neuro::Vascular::Vascular_Disease_And_Infarcts::Siderocalcinosis_Ferrugination_Of_Microvessels,Siderocalcinosis_Ferrugination_Of_Microvessels,neuro,Neuro,Vascular,abpath,Siderocalcinosis Ferrugination Of Microvessels,neuro::siderocalcinosis_ferrugination_of_microvessels,0,
Neuro::Vascular::Vascular_Malformation_Of_The_Spinal_Cord,Vascular_Malformation_Of_The_Spinal_Cord,neuro,Neuro,Vascular,abpath,Vascular Malformation Of The Spinal Cord,neuro::vascular_malformation_of_the_spinal_cord,0,
Neuro::Vascular::Vascular_Malformations::Arteriovenous_Malformations,Arteriovenous_Malformations,neuro,Neuro,Vascular,abpath,Arteriovenous Malformations,neuro::arteriovenous_malformations,0,
Neuro::Vascular::Vascular_Malformations::Vein_Of_Galen_Malformation,Vein_Of_Galen_Malformation,neuro,Neuro,Vascular,abpath,Vein Of Galen Malformation,neuro::vein_of_galen_malformation,0,
Neuro::Vascular::Vasculitis::Giant_Cell_Arteritis,Giant_Cell_Arteritis,neuro,Neuro,Vascular,abpath,Giant Cell Arteritis,neuro::giant_cell_arteritis,0,
Neuro::Vascular::Vasculitis::Polyarteritis_Nodosa,Polyarteritis_Nodosa,neuro,Neuro,Vascular,abpath,Polyarteritis Nodosa,neuro::polyarteritis_nodosa,0,
Neuro::Vascular::Vasculitis::Primary_Angiitis_Of_CNS,Primary_Angiitis_Of_CNS,neuro,Neuro,Vascular,abpath,Primary Angiitis Of CNS,neuro::primary_angiitis_of_cns,0,
Neuro::Vascular::Venous_Angioma,Venous_Angioma,neuro,Neuro,Vascular,abpath,Venous Angioma,neuro::venous_angioma,0,
Peds::BST::Bone::Adamantinoma,Adamantinoma,peds,Peds,BST,abpath,Adamantinoma,peds::adamantinoma,1,Peds::Bone::Other_Bone::Adamantinoma
Peds::BST::Bone::Aneurysmal_Bone_Cyst,Aneurysmal_Bone_Cyst,peds,Peds,BST,abpath,Aneurysmal Bone Cyst,peds::aneurysmal_bone_cyst,1,Peds::Bone::Other_Bone::Aneurysmal_Bone_Cyst
Peds::BST::Bone::Bizarre_Parosteal_Osteochondromatous_Proliferation,Bizarre_Parosteal_Osteochondromatous_Proliferation,peds,Peds,BST,abpath,Bizarre Parosteal Osteochondromatous Proliferation,peds::bizarre_parosteal_osteochondromatous_proliferation,1,Peds::Bone::Osteogenic::Bizarre_Parosteal_Osteochondromatous_Proliferation
Peds::BST::Bone::Chondroblastoma,Chondroblastoma,peds,Peds,BST,abpath,Chondroblastoma,peds::chondroblastoma,1,Peds::Bone::Chondrogenic::Chondroblastoma
Peds::BST::Bone::Chondromesenchymal_Hamartoma_Of_Chest_Wall,Chondromesenchymal_Hamartoma_Of_Chest_Wall,peds,Peds,BST,abpath,Chondromesenchymal Hamartoma Of Chest Wall,peds::chondromesenchymal_hamartoma_of_chest_wall,0,
Peds::BST::Bone::Chondromyxoid_Fibroma,Chondromyxoid_Fibroma,peds,Peds,BST,abpath,Chondromyxoid Fibroma,peds::chondromyxoid_fibroma,1,Peds::Bone::Chondrogenic::Chondromyxoid_Fibroma
Peds::BST::Bone::Chondrosarcoma,Chondrosarcoma,peds,Peds,BST,abpath,Chondrosarcoma,peds::chondrosarcoma,0,
Peds::BST::Bone::Enchondroma_Enchondromatosis,Enchondroma_Enchondromatosis,peds,Peds,BST,abpath,Enchondroma Enchondromatosis,peds::enchondroma_enchondromatosis,0,
Peds::BST::Bone::Fibrous_Dysplasia,Fibrous_Dysplasia,peds,Peds,BST,abpath,Fibrous Dysplasia,peds::fibrous_dysplasia,1,Peds::Bone::Other_Bone::Fibrous_Dysplasia
Peds::BST::Bone::Giant_Cell_Tumor_Of_Bone,Giant_Cell_Tumor_Of_Bone,peds,Peds,BST,abpath,Giant Cell Tumor Of Bone,peds::giant_cell_tumor_of_bone,1,Peds::Bone::Other_Bone::Giant_Cell_Tumor_of_Bone
Peds::BST::Bone::Mesenchymal_Chondrosarcoma,Mesenchymal_Chondrosarcoma,peds,Peds,BST,abpath,Mesenchymal Chondrosarcoma,peds::mesenchymal_chondrosarcoma,1,Peds::Bone::Chondrogenic::Mesenchymal_Chondrosarcoma
Peds::BST::Bone::Non_Ossifying_Fibroma,Non_Ossifying_Fibroma,peds,Peds,BST,abpath,Non Ossifying Fibroma,peds::non_ossifying_fibroma,1,Peds::Bone::Other_Bone::Non_ossifying_Fibroma
Peds::BST::Bone::Osteoblastoma,Osteoblastoma,peds,Peds,BST,abpath,Osteoblastoma,peds::osteoblastoma,1,Peds::Bone::Osteogenic::Osteoblastoma
Peds::BST::Bone::Osteochondroma,Osteochondroma,peds,Peds,BST,abpath,Osteochondroma,peds::osteochondroma,1,Peds::Bone::Chondrogenic::Osteochondroma
Peds::BST::Bone::Osteofibrous_Dysplasia,Osteofibrous_Dysplasia,peds,Peds,BST,abpath,Osteofibrous Dysplasia,peds::osteofibrous_dysplasia,1,Peds::Bone::Other_Bone::Osteofibrous_Dysplasia
Peds::BST::Bone::Osteoid_Osteoma,Osteoid_Osteoma,peds,Peds,BST,abpath,Osteoid Osteoma,peds::osteoid_osteoma,1,Peds::Bone::Osteogenic::Osteoid_Osteoma
Peds::BST::Bone::Osteosarcoma_Conventional,Osteosarcoma_Conventional,peds,Peds,BST,abpath,Osteosarcoma Conventional,peds::osteosarcoma_conventional,0,
Peds::BST::Bone::Osteosarcoma_Surface,Osteosarcoma_Surface,peds,Peds,BST,abpath,Osteosarcoma Surface,peds::osteosarcoma_surface,0,
Peds::BST::Bone::Simple_Bone_Cyst,Simple_Bone_Cyst,peds,Peds,BST,abpath,Simple Bone Cyst,peds::simple_bone_cyst,1,Peds::Bone::Other_Bone::Simple_Bone_Cyst
Peds::BST::Bone::Subungual_Exostosis,Subungual_Exostosis,peds,Peds,BST,abpath,Subungual Exostosis,peds::subungual_exostosis,1,Peds::Bone::Osteogenic::Subungual_Exostosis
Peds::BST::Soft_Tissue::Alveolar_Soft_Part_Sarcoma,Alveolar_Soft_Part_Sarcoma,peds,Peds,BST,abpath,Alveolar Soft Part Sarcoma,peds::alveolar_soft_part_sarcoma,1,Peds::Soft_Tissue::Uncertain::Alveolar_Soft_Part_Sarcoma
Peds::BST::Soft_Tissue::Angiomatoid_Fibrous_Histiocytoma,Angiomatoid_Fibrous_Histiocytoma,peds,Peds,BST,abpath,Angiomatoid Fibrous Histiocytoma,peds::angiomatoid_fibrous_histiocytoma,1,Peds::Soft_Tissue::Uncertain::Angiomatoid_Fibrous_Histiocytoma
Peds::BST::Soft_Tissue::Angiosarcoma,Angiosarcoma,peds,Peds,BST,abpath,Angiosarcoma,peds::angiosarcoma,1,Peds::Soft_Tissue::Vascular::Angiosarcoma
Peds::BST::Soft_Tissue::CIC_Rearranged_Sarcoma,CIC_Rearranged_Sarcoma,peds,Peds,BST,abpath,CIC Rearranged Sarcoma,peds::cic_rearranged_sarcoma,1,Peds::Soft_Tissue::Small_Round_Cell::CIC_rearranged_Sarcoma
Peds::BST::Soft_Tissue::Calcifying_Aponeurotic_Fibroma,Calcifying_Aponeurotic_Fibroma,peds,Peds,BST,abpath,Calcifying Aponeurotic Fibroma,peds::calcifying_aponeurotic_fibroma,1,Peds::Soft_Tissue::Fibroblastic::Calcifying_Aponeurotic_Fibroma
Peds::BST::Soft_Tissue::Clear_Cell_Sarcoma_Of_Soft_Tissue,Clear_Cell_Sarcoma_Of_Soft_Tissue,peds,Peds,BST,abpath,Clear Cell Sarcoma Of Soft Tissue,peds::clear_cell_sarcoma_of_soft_tissue,1,Peds::Soft_Tissue::Uncertain::Clear_Cell_Sarcoma_of_Soft_Tissue
Peds::BST::Soft_Tissue::Congenital_Hemangioma,Congenital_Hemangioma,peds,Peds,BST,abpath,Congenital Hemangioma,peds::congenital_hemangioma,1,Peds::Soft_Tissue::Vascular::Congenital_Hemangioma
Peds::BST::Soft_Tissue::Dermatofibrosarcoma_Protuberans,Dermatofibrosarcoma_Protuberans,peds,Peds,BST,abpath,Dermatofibrosarcoma Protuberans,peds::dermatofibrosarcoma_protuberans,0,
Peds::BST::Soft_Tissue::Desmoid_Fibromatosis,Desmoid_Fibromatosis,peds,Peds,BST,abpath,Desmoid Fibromatosis,peds::desmoid_fibromatosis,1,Peds::Soft_Tissue::Fibroblastic::Desmoid_Fibromatosis
Peds::BST::Soft_Tissue::Desmoplastic_Small_Round_Cell_Tumor,Desmoplastic_Small_Round_Cell_Tumor,peds,Peds,BST,abpath,Desmoplastic Small Round Cell Tumor,peds::desmoplastic_small_round_cell_tumor,0,
Peds::BST::Soft_Tissue::EBV_Associated_Smooth_Muscle_Tumor,EBV_Associated_Smooth_Muscle_Tumor,peds,Peds,BST,abpath,EBV Associated Smooth Muscle Tumor,peds::ebv_associated_smooth_muscle_tumor,1,Peds::Soft_Tissue::Smooth_Muscle::EBV_associated_Smooth_Muscle_Tumor
Peds::BST::Soft_Tissue::EWSR1_SMAD3_Rearranged_Fibroblastic_Tumor,EWSR1_SMAD3_Rearranged_Fibroblastic_Tumor,peds,Peds,BST,abpath,EWSR1 SMAD3 Rearranged Fibroblastic Tumor,peds::ewsr1_smad3_rearranged_fibroblastic_tumor,1,Peds::Soft_Tissue::Fibroblastic::EWSR1_SMAD3_rearranged_Fibroblastic_Tumor
Peds::BST::Soft_Tissue::Ectomesenchymoma,Ectomesenchymoma,peds,Peds,BST,abpath,Ectomesenchymoma,peds::ectomesenchymoma,1,Peds::Soft_Tissue::Skeletal_Muscle::Ectomesenchymoma
Peds::BST::Soft_Tissue::Epithelioid_Hemangioendothelioma,Epithelioid_Hemangioendothelioma,peds,Peds,BST,abpath,Epithelioid Hemangioendothelioma,peds::epithelioid_hemangioendothelioma,1,Peds::Soft_Tissue::Vascular::Epithelioid_Hemangioendothelioma
Peds::BST::Soft_Tissue::Epithelioid_Hemangioma,Epithelioid_Hemangioma,peds,Peds,BST,abpath,Epithelioid Hemangioma,peds::epithelioid_hemangioma,1,Peds::Soft_Tissue::Vascular::Epithelioid_Hemangioma
Peds::BST::Soft_Tissue::Epithelioid_Sarcoma,Epithelioid_Sarcoma,peds,Peds,BST,abpath,Epithelioid Sarcoma,peds::epithelioid_sarcoma,0,
Peds::BST::Soft_Tissue::Ewing_Sarcoma,Ewing_Sarcoma,peds,Peds,BST,abpath,Ewing Sarcoma,peds::ewing_sarcoma,0,
Peds::BST::Soft_Tissue::Extrarenal_Rhabdoid_Tumor,Extrarenal_Rhabdoid_Tumor,peds,Peds,BST,abpath,Extrarenal Rhabdoid Tumor,peds::extrarenal_rhabdoid_tumor,1,Peds::Soft_Tissue::Uncertain::Extrarenal_Rhabdoid_Tumor
